galaxy_id,team_release,field_id,shard_index,status,reason,response_products_used,n_profile_annuli,profile_q_source,profile_rmax_arcsec,moment0_shape,mask_shape,n_mask_finite_pixels,pixel_scale_arcsec,moment0_inside_mask_sum,moment0_inside_mask_negative_pixels,mom0_url,mask_url,mom0_sha256,mask_sha256,mom0_bytes,mask_bytes
WALLABY J132419-185912,NGC 5044 TR3,NGC5044,5,pass,,False,10,0.8196759400866066,60.000000000120004,35x33,57x35x33,148,6.000000000012,49113.3359375,21,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132419-185912_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132419-185912_NGC_5044_TR3_mask.fits,ae0237b79f3e404976a106bb3f01c10f6a474dc3b74498f2112d6aeab337abd7,bd0de816798c5ec31b7467eba499bbd86c759007ea8cf0a5a44efca4072b1531,17280,80640
WALLABY J132422-162744,NGC 5044 TR3,NGC5044,7,pass,,False,8,0.8176059889558708,48.000000000096,32x32,55x32x32,115,6.000000000012,26480.84765625,4,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132422-162744_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132422-162744_NGC_5044_TR3_mask.fits,34a34a8e4e75c9a2b595e757329eed6071537fbed2d1f247c4a5e2245f0ce5a8,885559f5cb9eb31cf4a5b7d1fb948e6206f4f53a9f0964c717eb46f29230e322,17280,72000
WALLABY J132422-171945,NGC 5044 TR3,NGC5044,16,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,39x47,120x39x47,365,6.000000000012,267031.40625,83,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132422-171945_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132422-171945_NGC_5044_TR3_mask.fits,74a6bb7c84b2aec9585ff32cbd568e8bb74ebd576557526faa0e610fbc54e94e,5038113f203ea13786137efb59b24737098e5241c0742d4d16f1d7ba2bd704ef,20160,236160
WALLABY J132427-170303,NGC 5044 TR3,NGC5044,20,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,37x40,78x37x40,267,6.000000000012,105439.6171875,68,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132427-170303_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132427-170303_NGC_5044_TR3_mask.fits,86934bdd3c9a0838a33a926ef5fb88697ecd84fb9c9a389d0c76da02e7042396,61ed38927be455e69524c5a59d6c05fc29ec40a466bc4f03f9b8dcffa092aff5,20160,132480
WALLABY J132427-201307,NGC 5044 TR3,NGC5044,13,pass,,False,13,0.8068150715654783,78.000000000156,42x39,115x42x39,306,6.000000000012,255318.5,30,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132427-201307_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132427-201307_NGC_5044_TR3_mask.fits,e69026fc4a08ccb894d00ae2fb7c9c16d5d5da88938e191e59d5e374b6170df6,747dc48336ea5b6525b5e99e5a44920da8c7714c870789c67d7367106a2ddf01,20160,204480
WALLABY J132427-202554,NGC 5044 TR3,NGC5044,15,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,39x40,64x39x40,294,6.000000000012,144748.203125,50,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132427-202554_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132427-202554_NGC_5044_TR3_mask.fits,5d4dccad1d8d45de6caa24a91a112682fa2725b67a39b741e96d384160dada29,ace8ddb8a099f0446f954d4641c241cab9c3525b90928b43a74941dc984e7b54,20160,115200
WALLABY J132429-181124,NGC 5044 TR3,NGC5044,21,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,36x34,56x36x34,164,6.000000000012,51875.83203125,33,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132429-181124_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132429-181124_NGC_5044_TR3_mask.fits,42aedea4834ae0d086754df655b6abbde401dc562a713e4724515ea4d8a29829,02de5a322edef9988d40f788a57ed81c5b70f56d2c4f88ecb94b94255cfd4677,17280,83520
WALLABY J132432-155124,NGC 5044 TR3,NGC5044,19,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,43x34,111x43x34,204,6.000000000012,65554.96875,21,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132432-155124_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132432-155124_NGC_5044_TR3_mask.fits,1f90a62ec2e3356fc35a1ada88f19d5040f2d4cdc472b492d10343584f4d2e3c,d2e58eb73e350822652b7b904877d381a39d72dba37dd68e5ac2705348e2334b,20160,178560
WALLABY J132438-224607,NGC 5044 TR3,NGC5044,4,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,37x39,70x37x39,231,6.000000000012,101699.578125,54,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132438-224607_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132438-224607_NGC_5044_TR3_mask.fits,9391f8c5a17f6c1ce54ed2b290647cb7f784895a2fd32991d9ea45c79047233f,7bb6410c36566db0fc20cf060ece1680aaca944f9f6c644f569539329426af59,20160,115200
WALLABY J132440-194953,NGC 5044 TR3,NGC5044,17,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,45x40,137x45x40,334,6.000000000012,194138.5625,40,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132440-194953_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132440-194953_NGC_5044_TR3_mask.fits,6acdde3fe95580489953706777d33b402aece45d572131b3e4c7cbe0a3fefcaf,041a68bfc13acac8cafe193cab75b55ad4fd428c5dc7a99ccd7987b729ec3b72,20160,262080
WALLABY J132441-194214,NGC 5044 TR3,NGC5044,5,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,79x51,97x79x51,1336,6.000000000012,2014724.375,111,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132441-194214_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132441-194214_NGC_5044_TR3_mask.fits,37e8ac4cef400fd735e71e09f7c74e7deaf616baf3cf0944dcebcb9272697601,8506c8e068d7c14b94527523849af0726a09c0a3e2dca69588c442271ae441d3,28800,406080
WALLABY J132442-211714,NGC 5044 TR3,NGC5044,22,profile_rejected,source radial support contains fewer than 8 pixel-scale annuli,False,,,,32x29,44x32x29,83,6.000000000012,36849.64453125,10,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132442-211714_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132442-211714_NGC_5044_TR3_mask.fits,b105345a8933f687a819e4de1e6c969d1c0b589526e51dfd98f04d8f59760c55,6f64ebed048cbee1980eba6226a6e119403a7b9a7dd65f6d5ce02990b163d80a,17280,54720
WALLABY J132454-201759,NGC 5044 TR3,NGC5044,20,pass,,False,14,0.8650806647616993,84.000000000168,39x41,52x39x41,320,6.000000000012,142271.25,58,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132454-201759_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132454-201759_NGC_5044_TR3_mask.fits,bc1828e469e1f836954aa03729100707b3bc79aff61956a5f7d98ea8010183f8,b453563fc625377e7f2d6458d11e6c356618b7419a387c020f112fbb287a2978,20160,97920
WALLABY J132455-192622,NGC 5044 TR3,NGC5044,15,pass,,False,17,0.8141004214336908,102.000000000204,38x43,87x38x43,304,6.000000000012,157722.671875,47,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132455-192622_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132455-192622_NGC_5044_TR3_mask.fits,18bddf7b0ed069a456a4049c8f2b8882bc0e0ebf29c4e351eb27c9a1cb142f87,96471240cfbb6d19aa77724bc9662c232b30c4fda6fe89e28898f5f1f9c99449,20160,158400
WALLABY J132457-182105,NGC 5044 TR3,NGC5044,13,profile_rejected,source radial support contains fewer than 8 pixel-scale annuli,False,,,,32x29,52x32x29,89,6.000000000012,29432.73046875,5,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132457-182105_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132457-182105_NGC_5044_TR3_mask.fits,beb520bc5fdd0bad0c2ea9aaf64d0a8b1c2d98dd0e60b28413a8c04bce6ded71,b9aa647c4f0c8b116eed41898bace891f05514636746ed4601441367d6d74e30,17280,63360
WALLABY J132500-240035,NGC 5044 TR3,NGC5044,11,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,45x54,120x45x54,571,6.000000000012,409028.78125,118,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132500-240035_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132500-240035_NGC_5044_TR3_mask.fits,9250120608d3d21e7cd608660fa23366ffa8d124456772f36e746b13ac868059,4263771ea478b80c5329846720a5ca4582ff87de10b4150f5b26da4d6eeb56fc,23040,305280
WALLABY J132501-144523,NGC 5044 TR3,NGC5044,3,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,38x37,71x38x37,232,6.000000000012,97274.7890625,31,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132501-144523_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132501-144523_NGC_5044_TR3_mask.fits,7e630b3197e1de63646a7874bf96f2383aff154df541aa1ceb61ac1a6c615c65,58aa245399af495eee0da27d5f6dadba9137315e4de328d47a0d73ada0988382,17280,115200
WALLABY J132506-240322,NGC 5044 TR3,NGC5044,7,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,35x42,77x35x42,202,6.000000000012,90821.15625,22,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132506-240322_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132506-240322_NGC_5044_TR3_mask.fits,73ba6467ded281e18a3e273076bf0013b6a38fba0823c8fe587fd84df1c28141,4f57a52529e126d70baf32ee1a247ec6cce5b13e413c3349b12fa3fe72d5a009,20160,126720
WALLABY J132508-194605,NGC 5044 TR3,NGC5044,16,pass,,False,15,0.7312810358305939,90.00000000018001,39x44,115x39x44,363,6.000000000012,385671.5625,53,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132508-194605_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132508-194605_NGC_5044_TR3_mask.fits,76a8feb10633030522dd1ed50bd377910de294a3af450eccccab92dd5258b795,aa88a50afdbcd75637d8ea65c6c58c467a7168fc400b3a9f4bb171bae4b760f8,20160,213120
WALLABY J132518-211223,NGC 5044 TR3,NGC5044,9,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,39x39,80x39x39,245,6.000000000012,137775.4375,52,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132518-211223_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132518-211223_NGC_5044_TR3_mask.fits,9e4a03699262da2fefaf4ead834ae0789ff432df18fcdef7b2ce4c6a871aecf5,8a01f9ee52a42f9e76f995df2a46f2302ab1a72535e5dfe93611420d03f69192,20160,135360
WALLABY J132518-232409,NGC 5044 TR3,NGC5044,13,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,36x36,55x36x36,202,6.000000000012,62101.84765625,26,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132518-232409_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132518-232409_NGC_5044_TR3_mask.fits,cf826944968cb6678dc2ebb3b3be327d5a75f9ad167f8393e9f075cb29150321,2642e69d3fc18002e3300815ace8a8dc8ec4eb2a17ab4066b2c1d8d71c1f0fb0,17280,83520
WALLABY J132519-210812,NGC 5044 TR3,NGC5044,22,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,86x76,99x86x76,2321,6.000000000012,966165.3125,199,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132519-210812_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132519-210812_NGC_5044_TR3_mask.fits,e36a18e8b33dc94e5d7cc87d45637db06560011b6a6e219176955354896a96c1,d58c02eabb14c99a2ea59bdc365d199eb6651d4cde1e0fe8b70fc74f3e153443,40320,662400
WALLABY J132529-174924,NGC 5044 TR3,NGC5044,21,pass,,False,14,0.707432198808778,84.000000000168,35x39,65x35x39,239,6.000000000012,74644.484375,21,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132529-174924_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132529-174924_NGC_5044_TR3_mask.fits,de47323e5dab4c7512aeeb8b79d3872ef9507b8c0c62389473fc4db2a3f37421,d0e661eaee2c4765d0786d6a15b82b57a5fd1e537c925171fd0730d22a331914,17280,103680
WALLABY J132531-212650,NGC 5044 TR3,NGC5044,11,pass,,False,10,0.856407022096846,60.000000000120004,36x37,68x36x37,208,6.000000000012,101338.65625,42,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132531-212650_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132531-212650_NGC_5044_TR3_mask.fits,b6e412c2af59ff350455dc1768c18ed094ad74b7a52319e4bd83b72d27ce8cc3,41dc10394fdd5620e3d9beb46619fa70289253fffb6d45a57139ea6d6b2ee2c9,17280,103680
WALLABY J132531-220703,NGC 5044 TR3,NGC5044,2,pass,,False,11,0.8583619612168981,66.000000000132,36x37,73x36x37,210,6.000000000012,85371.1328125,13,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132531-220703_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132531-220703_NGC_5044_TR3_mask.fits,29a8cc6d34c65baa7868691f1c41e7cc27eeac059ab521f2a86266574bf291fd,cbbf39162ee3e973879d2b9d59d263ad9deb98b5413936bead6391d87ea6ba71,17280,109440
WALLABY J132532-161724,NGC 5044 TR3,NGC5044,20,pass,,False,14,0.5508656951631812,84.000000000168,40x33,45x40x33,183,6.000000000012,34417.1796875,10,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132532-161724_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132532-161724_NGC_5044_TR3_mask.fits,2a967777b52d0509b05c706a9337092786543bd449e22531369adba0531d3fcc,7158d513048ded3aac6eea5bbfadd690fe5ea1a38aded0e380d7a91b0e0031c0,17280,74880
WALLABY J132534-150540,NGC 5044 TR3,NGC5044,15,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,33x35,54x33x35,156,6.000000000012,46913.8515625,19,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132534-150540_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132534-150540_NGC_5044_TR3_mask.fits,655dd3e6ec2533e1313dfa5763b55bbf573e6d86e163aadba937fa9db1e4dcfd,acbbf2c4f77b480bfdf760affc32f395fb1ecfe7de1f66d3cdfac47e662b5a82,17280,77760
WALLABY J132536-213356,NGC 5044 TR3,NGC5044,14,pass,,False,21,0.5467032256626068,126.000000000252,40x51,66x40x51,368,6.000000000012,141545.296875,68,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132536-213356_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132536-213356_NGC_5044_TR3_mask.fits,c543a3afd188e7af776ba0a0e7a9c023d541b94c1418db0623bf4525782f20b4,691843ddc51c58dfa1c990178fae47932c5b18eaf8f3482c779d55d2d3ac1508,20160,146880
WALLABY J132538-163436,NGC 5044 TR3,NGC5044,7,pass,,False,10,0.8208003454197675,60.000000000120004,34x38,63x34x38,169,6.000000000012,52550.625,27,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132538-163436_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132538-163436_NGC_5044_TR3_mask.fits,022b00f941c1af9b157c198732f01040d0f6b3dd3c8991f6d9d8a816833416b7,5ab1e84501ad48b98aa7fe12af80810c1901421687e69f48d5047aae5d123bd3,17280,97920
WALLABY J132540-155525,NGC 5044 TR3,NGC5044,14,pass,,False,19,0.5197955573905154,114.000000000228,46x38,66x46x38,307,6.000000000012,73386.3203125,56,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132540-155525_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132540-155525_NGC_5044_TR3_mask.fits,eb49260c79d8e6eaddc01575f1720c6d7e2c89f6fa7e552f698261cb0555c06e,1823f7d54fbb29afc1a544bb0a9195b5eae78742d022d2655b43e2071ab922ae,20160,132480
WALLABY J132542-164457,NGC 5044 TR3,NGC5044,11,pass,,False,28,0.48508264941273893,168.000000000336,43x54,99x43x54,503,6.000000000012,240129.65625,77,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132542-164457_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132542-164457_NGC_5044_TR3_mask.fits,01b0f6847766b8aaddbb98673c19ea2801efcba659fed71502764e540775c036,1d741710505e53fe68ab4b6bb5f823476baea984d49759b2f9543b6aa2a18c3d,23040,244800
WALLABY J132551-162706,NGC 5044 TR3,NGC5044,6,pass,,False,10,0.9073595541724437,60.000000000120004,35x36,65x35x36,171,6.000000000012,59416.8515625,16,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132551-162706_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132551-162706_NGC_5044_TR3_mask.fits,086af7c3c463a49c35a308f015415cf21e6c5db95022a3256c7454d95c4c529f,074bea7c2d842bff9e9bc33200d3a818db9264d4030633e4e3728ffadd82cc0b,17280,97920
WALLABY J132552-203408,NGC 5044 TR3,NGC5044,8,pass,,False,14,0.8054505480991658,84.000000000168,42x43,72x42x43,367,6.000000000012,167247.71875,39,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132552-203408_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132552-203408_NGC_5044_TR3_mask.fits,14b2c1416149f13fc1cf5a91c04bebd01a1f8dae7fba13bc9301eb0624025372,a1bda0d397fc4c37f5d7c80e5b6265182231a146be53ba01dc4ea76564f802e5,20160,146880
WALLABY J132552-241252,NGC 5044 TR3,NGC5044,6,pass,,False,12,0.5811539710315118,72.000000000144,40x32,76x40x32,189,6.000000000012,82380.15625,26,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132552-241252_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132552-241252_NGC_5044_TR3_mask.fits,e1d3e8a355e185b2d5d68dc49bf6aed437fd05b69e2b200a6b5225ee07e7644d,2d934c3ab53db272476b2f24a5f9d5ef81393a571338d3b278fe4b3d30c5c8bb,17280,109440
WALLABY J132558-163627,NGC 5044 TR3,NGC5044,15,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,34x42,81x34x42,209,6.000000000012,67487.3828125,23,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132558-163627_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132558-163627_NGC_5044_TR3_mask.fits,1a75a67c362e89543652b72eb1dd79d6a698bb51e81c91ac28dfe510222bf591,af262fb02d7c746b8061ff4b444f69a25843bc62aef19fb12d155596174b0004,17280,132480
WALLABY J132558-233802,NGC 5044 TR3,NGC5044,4,pass,,False,17,0.6952414142483155,102.000000000204,39x41,136x39x41,270,6.000000000012,142533.953125,33,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132558-233802_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132558-233802_NGC_5044_TR3_mask.fits,4be3e478e2d4171f326f92315245086d22d2726d29d5e728af5a57f82ccbf647,06cf0c808a51239abd25c6407108cc8f2d033dca5c85fea13f07987c066500a2,20160,230400
WALLABY J132558-242128,NGC 5044 TR3,NGC5044,15,pass,,False,12,0.7183851917780357,72.000000000144,35x40,57x35x40,220,6.000000000012,60380.1484375,25,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132558-242128_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132558-242128_NGC_5044_TR3_mask.fits,08e2fc1bec867e4e1ef1357d555665dfccd45019be7eceebc8509b96487be67b,a0e4be90ef1702eec3be692ba2840edeca1de454ae78d6423ea9f2b3c64d2cf2,17280,92160
WALLABY J132603-170150,NGC 5044 TR3,NGC5044,9,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,38x39,110x38x39,223,6.000000000012,75485.109375,48,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132603-170150_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132603-170150_NGC_5044_TR3_mask.fits,d0e4ef03f237573a3b7a0c42cfcc85b4d2ebf7476affde5e6f8f8e666f56bc21,370ba0eb0bf0b6109502b88e1a1357e70c79364200705f0e4028b2842ea4de89,20160,178560
WALLABY J132603-225332,NGC 5044 TR3,NGC5044,8,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,32x40,67x32x40,175,6.000000000012,32082.19921875,31,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132603-225332_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132603-225332_NGC_5044_TR3_mask.fits,cf81ff1e818d3a1f690b0b963da973aa0119908d5f47a00fe4f0171cae501dc9,c5d714b2d18b255b827687e69cb55b2aeda8ab00225f00920ed84a2612cb0b17,17280,97920
WALLABY J132607-171123,NGC 5044 TR3,NGC5044,1,pass,,False,10,0.8122825318711913,60.000000000120004,35x38,105x35x38,171,6.000000000012,77327.1015625,22,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132607-171123_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132607-171123_NGC_5044_TR3_mask.fits,bd0d6015df00c7d4a9aee0b999947d592e838cd29032325e7249de89c5915f05,67aede716d9398faa6c034eced62fdd689f86f40a116128293e8f8ff5e24e27f,17280,155520
WALLABY J132608-163111,NGC 5044 TR3,NGC5044,4,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,46x45,99x46x45,498,6.000000000012,564714.6875,102,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132608-163111_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J132608-163111_NGC_5044_TR3_mask.fits,36738e2d88b540f00a44e81d9cb48f3127cb36dc541b99740f500ba2cbd3f307,4340b4ad7497b5abc9aca10d973125eb82da5dabb983738f5db3d0833a95f6c0,20160,221760
